iteration,original,freq5,freq7,freq11,freq13,freq17,freq19,freq23,freq29,freq31
1061,19653.300000,-16079.341841,-19138.727423,-16884.908279,-11898.754559,2279.337551,9413.897341,18747.806642,13043.210124,6599.192727
1062,19653.300000,-16254.862650,-19232.344087,-16527.336159,-11250.180294,3318.134339,10426.295459,19124.596966,11651.592944,4767.875463
1063,19653.300000,-16426.372815,-19316.660160,-16150.028693,-10582.843751,4347.469010,11401.556472,19401.580809,10163.330488,2891.372110
1064,19653.300000,-16593.830018,-19391.634867,-15753.436424,-9897.857869,5364.406274,12336.206631,19577.312661,8590.767297,987.466658
1065,19653.300000,-16757.192942,-19457.231952,-15338.032925,-9196.365019,6366.046195,13226.916832,19650.875421,6946.947147,-925.797208
1066,19653.300000,-16916.421279,-19513.419692,-14904.314230,-8479.535103,7349.532458,14070.514482,19621.885185,5245.504867,-2830.287113
1067,19653.300000,-17071.475743,-19560.170916,-14452.798244,-7748.563600,8312.060517,14863.994796,19490.493244,3500.553234,-4707.953833
1068,19653.300000,-17222.318075,-19597.463014,-13984.024125,-7004.669576,9250.885590,15604.531502,19257.385301,1726.565921,-6541.002354
1069,19653.300000,-17368.911058,-19625.277954,-13498.551636,-6249.093645,10163.330488,16289.486903,18923.777887,-61.742561,-8312.060517
1070,19653.300000,-17511.218522,-19643.602283,-12996.960483,-5483.095904,11046.793250,16916.421279,18491.412016,-1849.538914,-10004.343656
1071,19653.300000,-17649.205355,-19652.427140,-12479.849616,-4707.953833,11898.754559,17483.101571,17962.544098,-3621.994086,-11601.813674
1072,19653.300000,-17782.837510,-19651.748258,-11947.836520,-3924.960160,12716.784930,17987.509338,17339.934160,-5364.406274,-13089.331034
1073,19653.300000,-17912.082017,-19641.565965,-11401.556472,-3135.420708,13498.551636,18427.847945,16626.831450,-7062.322871,-14452.798244
1074,19653.300000,-18036.906985,-19621.885185,-10841.661789,-2340.652216,14241.825364,18802.548963,15826.957470,-8701.660342,-15679.293459
1075,19653.300000,-18157.281616,-19592.715435,-10268.821042,-1541.980146,14944.486564,19110.277757,14944.486564,-10268.821042,-16757.192942
1076,19653.300000,-18273.176210,-19554.070822,-9683.718262,-740.736467,15604.531502,19349.938236,13984.024125,-11750.806004,-17676.281231
1077,19653.300000,-18384.562171,-19505.970034,-9087.052122,61.742561,16220.077968,19520.676761,12950.582567,-13135.322758,-18427.847945
1078,19653.300000,-18491.412016,-19448.436332,-8479.535103,864.118620,16789.370648,19621.885185,11849.555162,-14410.887296,-19004.770339
1079,19653.300000,-18593.699383,-19381.497538,-7861.892643,1665.053560,17310.786125,19653.203015,10686.687896,-15566.919323,-19401.580809
1080,19653.300000,-18691.399032,-19305.186025,-7234.862271,2463.211639,17782.837510,19614.518702,9468.049483,-16593.830018,-19614.518702
1081,19653.300000,-18784.486858,-19219.538694,-6599.192727,3257.261743,18204.178685,19505.970034,8199.999691,-17483.101571,-19641.565965
1082,19653.300000,-18872.939893,-19124.596966,-5955.643065,4045.879609,18573.608135,19327.943647,6889.156155,-18227.357832,-19482.466266
1083,19653.300000,-18956.736312,-19020.406752,-5304.981750,4827.750035,18890.072384,19081.073649,5542.359838,-18820.425494,-19138.727423
1084,19653.300000,-19035.855441,-18907.018438,-4647.985738,5601.569071,19152.668989,18766.239357,4166.639333,-19257.385301,-18613.607118
1085,19653.300000,-19110.277757,-18784.486858,-3985.439552,6366.046195,19360.649120,18384.562171,2769.174182,-19534.612846,-17912.082017
1086,19653.300000,-19179.984897,-18652.871266,-3318.134339,7119.906464,19513.419692,17937.401575,1357.257403,-19649.808638,-17040.800611
1087,19653.300000,-19244.959664,-18512.235312,-2646.866931,7861.892643,19610.545061,17426.350296,-61.742561,-19602.017175,-16008.020205
1088,19653.300000,-19305.186025,-18362.647005,-1972.438890,8590.767297,19651.748258,16853.228632,-1480.420307,-19391.634867,-14823.528661
1089,19653.300000,-19360.649120,-18204.178685,-1295.655554,9305.314859,19636.911788,16220.077968,-2891.372110,-19020.406752,-13498.551636
1090,19653.300000,-19411.335264,-18036.906985,-617.325071,10004.343656,19566.077959,15529.153505,-4287.234566,-18491.412016,-12045.646198
1091,19653.300000,-19457.231952,-17860.912797,61.742561,10686.687896,19439.448763,14782.916224,-5660.723019,-17809.038460,-10478.581814
1092,19653.300000,-19498.327859,-17676.281231,740.736467,11351.209612,19257.385301,13984.024125,-7004.669576,-16978.946095,-8812.209861
1093,19653.300000,-19534.612846,-17483.101571,1418.845857,11996.800560,19020.406752,13135.322758,-8312.060517,-16008.020205,-7062.322871
1094,19653.300000,-19566.077959,-17281.467239,2095.260998,12622.384069,18729.188893,12239.835086,-9576.072896,-14904.314230,-5245.504867
1095,19653.300000,-19592.715435,-17071.475743,2769.174182,13226.916832,18384.562171,11300.750720,-10790.110149,-13676.982965,-3378.974187
1096,19653.300000,-19614.518702,-16853.228632,3439.780685,13809.390651,17987.509338,10321.414555,-11947.836520,-12336.206631,-1480.420307
1097,19653.300000,-19631.482380,-16626.831450,4106.279735,14368.834118,17539.162644,9305.314859,-13043.210124,-10893.106427,432.163805
1098,19653.300000,-19643.602283,-16392.393679,4767.875463,14904.314230,17040.800611,8256.070846,-14070.514482,-9359.652288,2340.652216
1099,19653.300000,-19650.875421,-16150.028693,5423.777855,15414.937950,16493.844388,7177.419787,-15024.388349,-7748.563600,4226.957809
1100,19653.300000,-19653.300000,-15899.853696,6073.203696,15899.853696,15899.853696,6073.203696,-15899.853696,-6073.203696,6073.203696
1101,19653.300000,-19650.875421,-15641.989670,6715.377504,16358.252757,15260.522380,4947.355645,-16692.341688,-4347.469010,7861.892643
1102,19653.300000,-19643.602283,-15376.561318,7349.532458,16789.370648,14577.673582,3803.885760,-17397.716531,-2585.673819,9576.072896
1103,19653.300000,-19631.482380,-15103.696996,7974.911311,17192.488380,13853.254540,2646.866931,-18012.297048,-802.431503,11199.498833
1104,19653.300000,-19614.518702,-14823.528661,8590.767297,17566.933661,13089.331034,1480.420307,-18532.875899,987.466658,12716.784930
1105,19653.300000,-19592.715435,-14536.191799,9196.365019,17912.082017,12288.081498,308.700619,-18956.736312,2769.174182,14113.551568
1106,19653.300000,-19566.077959,-14241.825364,9790.981331,18227.357832,11451.790804,-864.118620,-19281.666266,4527.912519,15376.561318
1107,19653.300000,-19534.612846,-13940.571708,10373.906200,18512.235312,10582.843751,-2033.859981,-19505.970034,6249.093645,16493.844388
1108,19653.300000,-19498.327859,-13632.576515,10944.443554,18766.239357,9683.718262,-3196.356999,-19628.477029,7918.441053,17454.812069
1109,19653.300000,-19457.231952,-13317.988730,11501.912111,18988.946358,8756.978315,-4347.469010,-19648.547919,9522.108179,18250.357083
1110,19653.300000,-19411.335264,-12996.960483,12045.646198,19179.984897,7805.266639,-5483.095904,-19566.077959,11046.793250,18872.939893
1111,19653.300000,-19360.649120,-12669.647021,12574.996538,19339.036376,6831.297170,-6599.192727,-19381.497538,12479.849616,19316.660160
1112,19653.300000,-19305.186025,-12336.206631,13089.331034,19465.835538,5837.847315,-7691.784086,-19095.769936,13809.390651,19577.312661
1113,19653.300000,-19244.959664,-11996.800560,13588.035517,19560.170916,4827.750035,-8756.978315,-18710.386294,15024.388349,19652.427140
1114,19653.300000,-19179.984897,-11651.592944,14070.514482,19621.885185,3803.885760,-9790.981331,-18227.357832,16114.764790,19541.291724
1115,19653.300000,-19110.277757,-11300.750720,14536.191799,19650.875421,2769.174182,-10790.110149,-17649.205355,17071.475743,19244.959664
1116,19653.300000,-19035.855441,-10944.443554,14984.511402,19647.093277,1726.565921,-11750.806004,-16978.946095,17886.585674,18766.239357
1117,19653.300000,-18956.736312,-10582.843751,15414.937950,19610.545061,679.034120,-12669.647021,-16220.077968,18553.333574,18109.667730
1118,19653.300000,-18872.939893,-10216.126180,15826.957470,19541.291724,-370.434040,-13543.360410,-15376.561318,19066.189039,17281.467239
1119,19653.300000,-18784.486858,-9844.468180,16220.077968,19439.448763,-1418.845857,-14368.834118,-14452.798244,19420.898138,16289.486903
1120,19653.300000,-18691.399032,-9468.049483,16593.830018,19305.186025,-2463.211639,-15143.127914,-13453.609637,19614.518702,15143.127914
1121,19653.300000,-18593.699383,-9087.052122,16947.767321,19138.727423,-3500.553234,-15863.483866,-12384.210011,19645.444726,13853.254540
1122,19653.300000,-18491.412016,-8701.660342,17281.467239,18940.350567,-4527.912519,-16527.336159,-11250.180294,19513.419692,12432.091163
1123,19653.300000,-18384.562171,-8312.060517,17594.531300,18710.386294,-5542.359838,-17132.320239,-10057.438704,19219.538694,10893.106427
1124,19653.300000,-18273.176210,-7918.441053,17886.585674,18449.218125,-6541.002354,-17676.281231,-8812.209861,18766.239357,9250.885590
1125,19653.300000,-18157.281616,-7520.992301,18157.281616,18157.281616,-7520.992301,-18157.281616,-7520.992301,18157.281616,7520.992301
1126,19653.300000,-18036.906985,-7119.906464,18406.295889,17835.063641,-8479.535103,-18573.608135,-6190.524567,17397.716531,5719.821098
1127,19653.300000,-17912.082017,-6715.377504,18633.331144,17483.101571,-9413.897341,-18923.777887,-4827.750035,16493.844388,3864.442030
1128,19653.300000,-17782.837510,-6307.601047,18838.116276,17101.982386,-10321.414555,-19206.543613,-3439.780685,15453.162443,1972.438890
1129,19653.300000,-17649.205355,-5896.774289,19020.406752,16692.341688,-11199.498833,-19420.898138,-2033.859981,14284.302735,61.742561
1130,19653.300000,-17511.218522,-5483.095904,19179.984897,16254.862650,-12045.646198,-19566.077959,-617.325071,12996.960483,-1849.538914
1131,19653.300000,-17368.911058,-5066.765943,19316.660160,15790.274869,-12857.443742,-19641.565965,802.431503,11601.813674,-3743.291948
1132,19653.300000,-17222.318075,-4647.985738,19430.269335,15299.353151,-13632.576515,-19647.093277,2218.000389,10110.434489,-5601.569071
1133,19653.300000,-17071.475743,-4226.957809,19520.676761,14782.916224,-14368.834118,-19582.640208,3621.994086,8535.193319,-7406.759029
1134,19653.300000,-16916.421279,-3803.885760,19587.774483,14241.825364,-15064.117011,-19448.436332,5007.085503,6889.156155,-9141.753683
1135,19653.300000,-16757.192942,-3378.974187,19631.482380,13676.982965,-15716.442499,-19244.959664,6366.046195,5185.976213,-10790.110149
1136,19653.300000,-16593.830018,-2952.428571,19651.748258,13089.331034,-16323.950386,-18972.934962,7691.784086,3439.780685,-12336.206631
1137,19653.300000,-16426.372815,-2524.455187,19648.547919,12479.849616,-16884.908279,-18633.331144,8977.380483,1665.053560,-13765.390470
1138,19653.300000,-16254.862650,-2095.260998,19621.885185,11849.555162,-17397.716531,-18227.357832,10216.126180,-123.484513,-15064.117011
1139,19653.300000,-16079.341841,-1665.053560,19571.791893,11199.498833,-17860.912797,-17756.461051,11401.556472,-1910.998333,-16220.077968
1140,19653.300000,-15899.853696,-1234.040917,19498.327859,10530.764750,-18273.176210,-17222.318075,12527.484898,-3682.661190,-17222.318075
1141,19653.300000,-15716.442499,-802.431503,19401.580809,9844.468180,-18633.331144,-16626.831450,13588.035517,-5423.777855,-18061.338904
1142,19653.300000,-15529.153505,-370.434040,19281.666266,9141.753683,-18940.350567,-15972.122222,14577.673582,-7119.906464,-18729.188893
1143,19653.300000,-15338.032925,61.742561,19138.727423,8423.793196,-19193.358971,-15260.522380,15491.234420,-8756.978315,-19219.538694
1144,19653.300000,-15143.127914,493.889305,18972.934962,7691.784086,-19391.634867,-14494.566549,16323.950386,-10321.414555,-19527.741169
1145,19653.300000,-14944.486564,925.797208,18784.486858,6946.947147,-19534.612846,-13676.982965,17071.475743,-11800.238814,-19650.875421
1146,19653.300000,-14742.157885,1357.257403,18573.608135,6190.524567,-19621.885185,-12810.683753,17729.909344,-13181.184841,-19587.774483
1147,19653.300000,-14536.191799,1788.061241,18340.550607,5423.777855,-19653.203015,-11898.754559,18295.814988,-14452.798244,-19339.036376
1148,19653.300000,-14326.639125,2218.000389,18085.592566,4647.985738,-19628.477029,-10944.443554,18766.239357,-15604.531502,-18907.018438
1149,19653.300000,-14113.551568,2646.866931,17809.038460,3864.442030,-19547.777737,-9951.149869,19138.727423,-16626.831450,-18295.814988
1150,19653.300000,-13896.981703,3074.453472,17511.218522,3074.453472,-19411.335264,-8922.411489,19411.335264,-17511.218522,-17511.218522
1151,19653.300000,-13676.982965,3500.553234,17192.488380,2279.337551,-19219.538694,-7861.892643,19582.640208,-18250.357083,-16560.664812
1152,19653.300000,-13453.609637,3924.960160,16853.228632,1480.420307,-18972.934962,-6773.370762,19651.748258,-18838.116276,-15453.162443
1153,19653.300000,-13226.916832,4347.469010,16493.844388,679.034120,-18672.227293,-5660.723019,19618.298756,-19269.620875,-14199.207431
1154,19653.300000,-12996.960483,4767.875463,16114.764790,-123.484513,-18318.273194,-4527.912519,19482.466266,-19541.291724,-12810.683753
1155,19653.300000,-12763.797328,5185.976213,15716.442499,-925.797208,-17912.082017,-3378.974187,19244.959664,-19650.875421,-11300.750720
1156,19653.300000,-12527.484898,5601.569071,15299.353151,-1726.565921,-17454.812069,-2218.000389,18907.018438,-19597.463014,-9683.718262
1157,19653.300000,-12288.081498,6014.453060,14863.994796,-2524.455187,-16947.767321,-1049.126363,18470.406218,-19381.497538,-7974.911311
1158,19653.300000,-12045.646198,6424.428513,14410.887296,-3318.134339,-16392.393679,123.484513,17937.401575,-19004.770339,-6190.524567
1159,19653.300000,-11800.238814,6831.297170,13940.571708,-4106.279735,-15790.274869,1295.655554,17310.786125,-18470.406218,-4347.469010
1160,19653.300000,-11551.919899,7234.862271,13453.609637,-4887.576959,-15143.127914,2463.211639,16593.830018,-17782.837510,-2463.211639
1161,19653.300000,-11300.750720,7634.928658,12950.582567,-5660.723019,-14452.798244,3621.994086,15790.274869,-16947.767321,-555.609930
1162,19653.300000,-11046.793250,8031.302861,12432.091163,-6424.428513,-13721.254429,4767.875463,14904.314230,-15972.122222,1357.257403
1163,19653.300000,-10790.110149,8423.793196,11898.754559,-7177.419787,-12950.582567,5896.774289,13940.571708,-14863.994796,3257.261743
1164,19653.300000,-10530.764750,8812.209861,11351.209612,-7918.441053,-12142.980334,7004.669576,12904.076834,-13632.576515,5126.396376
1165,19653.300000,-10268.821042,9196.365019,10790.110149,-8646.256487,-11300.750720,8087.615144,11800.238814,-12288.081498,6946.947147
1166,19653.300000,-10004.343656,9576.072896,10216.126180,-9359.652288,-10426.295459,9141.753683,10634.818304,-10841.661789,8701.660342
1167,19653.300000,-9737.397848,9951.149869,9629.943101,-10057.438704,-9522.108179,10163.330488,9413.897341,-9305.314859,10373.906200
1168,19653.300000,-9468.049483,10321.414555,9032.260875,-10738.452015,-8590.767297,11148.706838,8143.847606,-7691.784086,11947.836520
1169,19653.300000,-9196.365019,10686.687896,8423.793196,-11401.556472,-7634.928658,12094.372949,6831.297170,-6014.453060,13408.534856
1170,19653.300000,-8922.411489,11046.793250,7805.266639,-12045.646198,-6657.317968,12996.960483,5483.095904,-4287.234566,14742.157885
1171,19653.300000,-8646.256487,11401.556472,7177.419787,-12669.647021,-5660.723019,13853.254540,4106.279735,-2524.455187,15936.066600
1172,19653.300000,-8367.968151,11750.806004,6541.002354,-13272.518278,-4647.985738,14660.205113,2708.033920,-740.736467,16978.946095
1173,19653.300000,-8087.615144,12094.372949,5896.774289,-13853.254540,-3621.994086,15414.937950,1295.655554,1049.126363,17860.912797
1174,19653.300000,-7805.266639,12432.091163,5245.504867,-14410.887296,-2585.673819,16114.764790,-123.484513,2830.287113,18573.608135
1175,19653.300000,-7520.992301,12763.797328,4587.971769,-14944.486564,-1541.980146,16757.192942,-1541.980146,4587.971769,19110.277757
1176,19653.300000,-7234.862271,13089.331034,3924.960160,-15453.162443,-493.889305,17339.934160,-2952.428571,6307.601047,19465.835538
1177,19653.300000,-6946.947147,13408.534856,3257.261743,-15936.066600,555.609930,17860.912797,-4347.469010,7974.911311,19636.911788
1178,19653.300000,-6657.317968,13721.254429,2585.673819,-16392.393679,1603.524766,18318.273194,-5719.821098,9576.072896,19621.885185
1179,19653.300000,-6366.046195,14027.338525,1910.998333,-16821.382650,2646.866931,18710.386294,-7062.322871,11097.804809,19420.898138
1180,19653.300000,-6073.203696,14326.639125,1234.040917,-17222.318075,3682.661190,19035.855441,-8367.968151,12527.484898,19035.855441
1181,19653.300000,-5778.862724,14619.011490,555.609930,-17594.531300,4707.953833,19293.521355,-9629.943101,13853.254540,18470.406218
1182,19653.300000,-5483.095904,14904.314230,-123.484513,-17937.401575,5719.821098,19482.466266,-10841.661789,15064.117011,17729.909344
1183,19653.300000,-5185.976213,15182.409376,-802.431503,-18250.357083,6715.377504,19602.017175,-11996.800560,16150.028693,16821.382650
1184,19653.300000,-4887.576959,15453.162443,-1480.420307,-18532.875899,7691.784086,19651.748258,-13089.331034,17101.982386,15753.436424
1185,19653.300000,-4587.971769,15716.442499,-2156.641336,-18784.486858,8646.256487,19631.482380,-14113.551568,17912.082017,14536.191799
1186,19653.300000,-4287.234566,15972.122222,-2830.287113,-19004.770339,9576.072896,19541.291724,-15064.117011,18573.608135,13181.184841
1187,19653.300000,-3985.439552,16220.077968,-3500.553234,-19193.358971,10478.581814,19381.497538,-15936.066600,19081.073649,11701.257217
1188,19653.300000,-3682.661190,16460.189829,-4166.639333,-19349.938236,11351.209612,19152.668989,-16724.849849,19430.269335,10110.434489
1189,19653.300000,-3378.974187,16692.341688,-4827.750035,-19474.247003,12191.467873,18855.621133,-17426.350296,19618.298756,8423.793196
1190,19653.300000,-3074.453472,16916.421279,-5483.095904,-19566.077959,12996.960483,18491.412016,-18036.906985,19643.602283,6657.317968
1191,19653.300000,-2769.174182,17132.320239,-6131.894391,-19625.277954,13765.390470,18061.338904,-18553.333574,19505.970034,4827.750035
1192,19653.300000,-2463.211639,17339.934160,-6773.370762,-19651.748258,14494.566549,17566.933661,-18972.934962,19206.543613,2952.428571
1193,19653.300000,-2156.641336,17539.162644,-7406.759029,-19645.444726,15182.409376,17009.957294,-19293.521355,18747.806642,1049.126363
1194,19653.300000,-1849.538914,17729.909344,-8031.302861,-19606.377871,15826.957470,16392.393679,-19513.419692,18133.564158,-864.118620
1195,19653.300000,-1541.980146,17912.082017,-8646.256487,-19534.612846,16426.372815,15716.442499,-19631.482380,17368.911058,-2769.174182
1196,19653.300000,-1234.040917,18085.592566,-9250.885590,-19430.269335,16978.946095,14984.511402,-19647.093277,16460.189829,-4647.985738
1197,19653.300000,-925.797208,18250.357083,-9844.468180,-19293.521355,17483.101571,14199.207431,-19560.170916,15414.937950,-6482.747425
1198,19653.300000,-617.325071,18406.295889,-10426.295459,-19124.596966,17937.401575,13363.327738,-19371.168922,14241.825364,-8256.070846
1199,19653.300000,-308.700619,18553.333574,-10995.672663,-18923.777887,18340.550607,12479.849616,-19081.073649,12950.582567,-9951.149869
1200,19653.300000,0.000000,18691.399032,-11551.919899,-18691.399032,18691.399032,11551.919899,-18691.399032,11551.919899,-11551.919899
1201,19653.300000,308.700619,18820.425494,-12094.372949,-18427.847945,18988.946358,10582.843751,-18204.178685,10057.438704,-13043.210124
1202,19653.300000,617.325071,18940.350567,-12622.384069,-18133.564158,19232.344087,9576.072896,-17621.955288,8479.535103,-14410.887296
1203,19653.300000,925.797208,19051.116253,-13135.322758,-17809.038460,19420.898138,8535.193319,-16947.767321,6831.297170,-15641.989670
1204,19653.300000,1234.040917,19152.668989,-13632.576515,-17454.812069,19554.070822,7463.912498,-16185.133201,5126.396376,-16724.849849
1205,19653.300000,1541.980146,19244.959664,-14113.551568,-17071.475743,19631.482380,6366.046195,-15338.032925,3378.974187,-17649.205355
1206,19653.300000,1849.538914,19327.943647,-14577.673582,-16659.668781,19652.912061,5245.504867,-14410.887296,1603.524766,-18406.295889
1207,19653.300000,2156.641336,19401.580809,-15024.388349,-16220.077968,19618.298756,4106.279735,-13408.534856,-185.225247,-18988.946358
1208,19653.300000,2463.211639,19465.835538,-15453.162443,-15753.436424,19527.741169,2952.428571,-12336.206631,-1972.438890,-19391.634867
1209,19653.300000,2769.174182,19520.676761,-15863.483866,-15260.522380,19381.497538,1788.061241,-11199.498833,-3743.291948,-19610.545061
1210,19653.300000,3074.453472,19566.077959,-16254.862650,-14742.157885,19179.984897,617.325071,-10004.343656,-5483.095904,-19643.602283
1211,19653.300000,3378.974187,19602.017175,-16626.831450,-14199.207431,18923.777887,-555.609930,-8756.978315,-7177.419787,-19490.493244
1212,19653.300000,3682.661190,19628.477029,-16978.946095,-13632.576515,18613.607118,-1726.565921,-7463.912498,-8812.209861,-19152.668989
1213,19653.300000,3985.439552,19645.444726,-17310.786125,-13043.210124,18250.357083,-2891.372110,-6131.894391,-10373.906200,-18633.331144
1214,19653.300000,4287.234566,19652.912061,-17621.955288,-12432.091163,17835.063641,-4045.879609,-4767.875463,-11849.555162,-17937.401575
1215,19653.300000,4587.971769,19650.875421,-17912.082017,-11800.238814,17368.911058,-5185.976213,-3378.974187,-13226.916832,-17071.475743
1216,19653.300000,4887.576959,19639.335793,-18180.819869,-11148.706838,16853.228632,-6307.601047,-1972.438890,-14494.566549,-16043.760196
1217,19653.300000,5185.976213,19618.298756,-18427.847945,-10478.581814,16289.486903,-7406.759029,-555.609930,-15641.989670,-14863.994796
1218,19653.300000,5483.095904,19587.774483,-18652.871266,-9790.981331,15679.293459,-8479.535103,864.118620,-16659.668781,-13543.360410
1219,19653.300000,5778.862724,19547.777737,-18855.621133,-9087.052122,15024.388349,-9522.108179,2279.337551,-17539.162644,-12094.372949
1220,19653.300000,6073.203696,19498.327859,-19035.855441,-8367.968151,14326.639125,-10530.764750,3682.661190,-18273.176210,-10530.764750
1221,19653.300000,6366.046195,19439.448763,-19193.358971,-7634.928658,13588.035517,-11501.912111,5066.765943,-18855.621133,-8867.354433
1222,19653.300000,6657.317968,19371.168922,-19327.943647,-6889.156155,12810.683753,-12432.091163,6424.428513,-19281.666266,-7119.906464
1223,19653.300000,6946.947147,19293.521355,-19439.448763,-6131.894391,11996.800560,-13317.988730,7748.563600,-19547.777737,-5304.981750
1224,19653.300000,7234.862271,19206.543613,-19527.741169,-5364.406274,11148.706838,-14156.449359,9032.260875,-19651.748258,-3439.780685
1225,19653.300000,7520.992301,19110.277757,-19592.715435,-4587.971769,10268.821042,-14944.486564,10268.821042,-19592.715435,-1541.980146
1226,19653.300000,7805.266639,19004.770339,-19634.293975,-3803.885760,9359.652288,-15679.293459,11451.790804,-19371.168922,370.434040
1227,19653.300000,8087.615144,18890.072384,-19652.427140,-3013.455892,8423.793196,-16358.252757,12574.996538,-18988.946358,2279.337551
1228,19653.300000,8367.968151,18766.239357,-19647.093277,-2218.000389,7463.912498,-16978.946095,13632.576515,-18449.218125,4166.639333
1229,19653.300000,8646.256487,18633.331144,-19618.298756,-1418.845857,6482.747425,-17539.162644,14619.011490,-17756.461051,6014.453060
1230,19653.300000,8922.411489,18491.412016,-19566.077959,-617.325071,5483.095904,-18036.906985,15529.153505,-16916.421279,7805.266639
1231,19653.300000,9196.365019,18340.550607,-19490.493244,185.225247,4467.808580,-18470.406218,16358.252757,-15936.066600,9522.108179
1232,19653.300000,9468.049483,18180.819869,-19391.634867,987.466658,3439.780685,-18838.116276,17101.982386,-14823.528661,11148.706838
1233,19653.300000,9737.397848,18012.297048,-19269.620875,1788.061241,2401.943781,-19138.727423,17756.461051,-13588.035517,12669.647021
1234,19653.300000,10004.343656,17835.063641,-19124.596966,2585.673819,1357.257403,-19371.168922,18318.273194,-12239.835086,14070.514482
1235,19653.300000,10268.821042,17649.205355,-18956.736312,3378.974187,308.700619,-19534.612846,18784.486858,-10790.110149,15338.032925
1236,19653.300000,10530.764750,17454.812069,-18766.239357,4166.639333,-740.736467,-19628.477029,19152.668989,-9250.885590,16460.189829
1237,19653.300000,10790.110149,17251.977792,-18553.333574,4947.355645,-1788.061241,-19652.427140,19420.898138,-7634.928658,17426.350296
1238,19653.300000,11046.793250,17040.800611,-18318.273194,5719.821098,-2830.287113,-19606.377871,19587.774483,-5955.643065,18227.357832
1239,19653.300000,11300.750720,16821.382650,-18061.338904,6482.747425,-3864.442030,-19490.493244,19652.427140,-4226.957809,18855.621133
1240,19653.300000,11551.919899,16593.830018,-17782.837510,7234.862271,-4887.576959,-19305.186025,19614.518702,-2463.211639,19305.186025
1241,19653.300000,11800.238814,16358.252757,-17483.101571,7974.911311,-5896.774289,-19051.116253,19474.247003,-679.034120,19571.791893
1242,19653.300000,12045.646198,16114.764790,-17162.489003,8701.660342,-6889.156155,-18729.188893,19232.344087,1110.775714,19652.912061
1243,19653.300000,12288.081498,15863.483866,-16821.382650,9413.897341,-7861.892643,-18340.550607,18890.072384,2891.372110,19547.777737
1244,19653.300000,12527.484898,15604.531502,-16460.189829,10110.434489,-8812.209861,-17886.585674,18449.218125,4647.985738,19257.385301
1245,19653.300000,12763.797328,15338.032925,-16079.341841,10790.110149,-9737.397848,-17368.911058,17912.082017,6366.046195,18784.486858
1246,19653.300000,12996.960483,15064.117011,-15679.293459,11451.790804,-10634.818304,-16789.370648,17281.467239,8031.302861,18133.564158
1247,19653.300000,13226.916832,14782.916224,-15260.522380,12094.372949,-11501.912111,-16150.028693,16560.664812,9629.943101,17310.786125
1248,19653.300000,13453.609637,14494.566549,-14823.528661,12716.784930,-12336.206631,-15453.162443,15753.436424,11148.706838,16323.950386
1249,19653.300000,13676.982965,14199.207431,-14368.834118,13317.988730,-13135.322758,-14701.254047,14863.994796,12574.996538,15182.409376
1250,19653.300000,13896.981703,13896.981703,-13896.981703,13896.981703,-13896.981703,-13896.981703,13896.981703,13896.981703,13896.981703
1251,19653.300000,14113.551568,13588.035517,-13408.534856,14452.798244,-14619.011490,-13043.210124,12857.443742,15103.696996,12479.849616
1252,19653.300000,14326.639125,13272.518278,-12904.076834,14984.511402,-15299.353151,-12142.980334,11750.806004,16185.133201,10944.443554
1253,19653.300000,14536.191799,12950.582567,-12384.210011,15491.234420,-15936.066600,-11199.498833,10582.843751,17132.320239,9305.314859
1254,19653.300000,14742.157885,12622.384069,-11849.555162,15972.122222,-16527.336159,-10216.126180,9359.652288,17937.401575,7577.997875
1255,19653.300000,14944.486564,12288.081498,-11300.750720,16426.372815,-17071.475743,-9196.365019,8087.615144,18593.699383,5778.862724
1256,19653.300000,15143.127914,11947.836520,-10738.452015,16853.228632,-17566.933661,-8143.847606,6773.370762,19095.769936,3924.960160
1257,19653.300000,15338.032925,11601.813674,-10163.330488,17251.977792,-18012.297048,-7062.322871,5423.777855,19439.448763,2033.859981
1258,19653.300000,15529.153505,11250.180294,-9576.072896,17621.955288,-18406.295889,-5955.643065,4045.879609,19621.885185,123.484513
1259,19653.300000,15716.442499,10893.106427,-8977.380483,17962.544098,-18747.806642,-4827.750035,2646.866931,19641.565965,-1788.061241
1260,19653.300000,15899.853696,10530.764750,-8367.968151,18273.176210,-19035.855441,-3682.661190,1234.040917,19498.327859,-3682.661190
1261,19653.300000,16079.341841,10163.330488,-7748.563600,18553.333574,-19269.620875,-2524.455187,-185.225247,19193.358971,-5542.359838
1262,19653.300000,16254.862650,9790.981331,-7119.906464,18802.548963,-19448.436332,-1357.257403,-1603.524766,18729.188893,-7349.532458
1263,19653.300000,16426.372815,9413.897341,-6482.747425,19020.406752,-19571.791893,-185.225247,-3013.455892,18109.667730,-9087.052122
1264,19653.300000,16593.830018,9032.260875,-5837.847315,19206.543613,-19639.335793,987.466658,-4407.660546,17339.934160,-10738.452015
1265,19653.300000,16757.192942,8646.256487,-5185.976213,19360.649120,-19650.875421,2156.641336,-5778.862724,16426.372815,-12288.081498
1266,19653.300000,16916.421279,8256.070846,-4527.912519,19482.466266,-19606.377871,3318.134339,-7119.906464,15376.561318,-13721.254429
1267,19653.300000,17071.475743,7861.892643,-3864.442030,19571.791893,-19505.970034,4467.808580,-8423.793196,14199.207431,-15024.388349
